label,variable,level,scale,held_fixed,smd_before,smd_after
deterioration_mortality_28d,hour_bucket,06-12,coarsened,yes,-0.054977338342905455,0.0
deterioration_mortality_28d,hour_bucket,12-18,coarsened,yes,0.03672480135658533,0.0
deterioration_mortality_28d,hour_bucket,18-24,coarsened,yes,0.025673378318989644,0.0
deterioration_mortality_28d,is_weekend,0,coarsened,yes,0.06212152141051224,0.0
deterioration_mortality_28d,is_weekend,1,coarsened,yes,-0.062121521410512234,0.0
deterioration_mortality_28d,acuity_level,-1.0,coarsened,yes,0.5030176571841768,0.0
deterioration_mortality_28d,acuity_level,1.0,coarsened,yes,0.48584422563994295,0.0
deterioration_mortality_28d,acuity_level,2.0,coarsened,yes,-0.229233085679492,0.0
deterioration_mortality_28d,acuity_level,3.0,coarsened,yes,-0.5363735791695946,0.0
deterioration_mortality_28d,acuity_level,4.0,coarsened,yes,-0.08659783410230101,0.0
deterioration_mortality_28d,arrival_to_acquisition_minutes,(continuous),underlying,yes,0.10669436862923144,0.028837375713596153
deterioration_mortality_28d,acquisition_hour_of_day,(continuous),underlying,yes,0.053418611161300845,0.04280161265822827
deterioration_mortality_28d,acquisition_day_of_week,(continuous),underlying,yes,-0.09667841303065768,-0.09925870979049907
deterioration_mortality_28d,acquisition_month,(continuous),underlying,no,-0.02509910371287459,-0.14440870384350127
deterioration_mortality_28d,triage_acuity,(continuous),underlying,yes,-0.6892072433622713,0.0
deterioration_mortality_28d,ecg_no_within_stay,(continuous),underlying,no,0.2065408102328233,0.1951855861181546
deterioration_mortality_28d,prior_ecg_exists,(continuous),underlying,no,-0.01554466697064784,0.19993196572832084
deterioration_mortality_28d,days_since_prior_ecg,(continuous),underlying,no,-0.31873947126525,-0.38645739776789195
deterioration_mortality_28d,prior_ed_visit_count,(continuous),underlying,no,-0.06379939829132934,0.05434284452950333
deterioration_mortality_365d,delay_bucket,15-30,coarsened,yes,0.2131585543670606,0.0
deterioration_mortality_365d,delay_bucket,30-60,coarsened,yes,0.07029529045552801,0.0
deterioration_mortality_365d,delay_bucket,<=15,coarsened,yes,-0.2391761658594778,0.0
deterioration_mortality_365d,delay_bucket,>60,coarsened,yes,0.006216289469868324,0.0
deterioration_mortality_365d,hour_bucket,00-06,coarsened,yes,-0.023064444739595343,0.0
deterioration_mortality_365d,hour_bucket,06-12,coarsened,yes,0.011517589742340262,0.0
deterioration_mortality_365d,hour_bucket,12-18,coarsened,yes,0.032122770841478396,0.0
deterioration_mortality_365d,hour_bucket,18-24,coarsened,yes,-0.030074386088728193,0.0
deterioration_mortality_365d,is_weekend,0,coarsened,yes,0.03062212587113689,0.0
deterioration_mortality_365d,is_weekend,1,coarsened,yes,-0.030622125871136663,0.0
deterioration_mortality_365d,acuity_level,-1.0,coarsened,yes,0.22300476931837782,0.0
deterioration_mortality_365d,acuity_level,1.0,coarsened,yes,0.28467299496571585,0.0
deterioration_mortality_365d,acuity_level,2.0,coarsened,yes,0.06997848213762405,0.0
deterioration_mortality_365d,acuity_level,3.0,coarsened,yes,-0.4181727452734198,0.0
deterioration_mortality_365d,acuity_level,4.0,coarsened,yes,-0.09154450916331501,0.0
deterioration_mortality_365d,arrival_to_acquisition_minutes,(continuous),underlying,yes,0.12048970932139201,0.0674309247969291
deterioration_mortality_365d,acquisition_hour_of_day,(continuous),underlying,yes,0.024587892426633114,0.029180575102378467
deterioration_mortality_365d,acquisition_day_of_week,(continuous),underlying,yes,-0.011025967603727831,0.02549383862916254
deterioration_mortality_365d,acquisition_month,(continuous),underlying,no,-0.05826194982605484,-0.13009593327321625
deterioration_mortality_365d,triage_acuity,(continuous),underlying,yes,-0.4623951270330937,0.0
deterioration_mortality_365d,ecg_no_within_stay,(continuous),underlying,no,0.13566709484608544,0.05819879696367418
deterioration_mortality_365d,prior_ecg_exists,(continuous),underlying,no,0.3352292450493813,0.38814000748159594
deterioration_mortality_365d,days_since_prior_ecg,(continuous),underlying,no,-0.37113142427622764,-0.36509096515693407
deterioration_mortality_365d,prior_ed_visit_count,(continuous),underlying,no,0.15997845792462909,0.2623744363866586
